City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
452,Portland,US,45.5234,-122.6762,79.61,47,75,1.01,broken clouds
453,Sokolovyy,RU,51.5686,45.8331,61.34,90,100,1.1,overcast clouds
454,Saint-Leu,RE,-21.15,55.2833,68.86,77,3,2.53,clear sky
455,Souris,CA,49.6172,-100.2612,65.73,46,27,17.13,scattered clouds
456,Sungaipenuh,ID,-2.0833,101.3833,64.63,98,100,1.74,overcast clouds
457,Buala,SB,-8.145,159.5921,79.14,84,82,3.8,broken clouds
458,Kokopo,PG,-4.352,152.2633,76.68,88,61,7.02,broken clouds
459,Ariquemes,BR,-9.9133,-63.0408,89.64,44,12,3.94,few clouds
460,Nelson,NZ,-41.2833,173.2833,48.29,97,100,1.01,overcast clouds
461,Isangel,VU,-19.55,169.2667,71.24,73,48,7.47,scattered clouds
462,Vershino-Shakhtaminskiy,RU,51.3012,117.8868,40.24,82,100,1.79,overcast clouds
463,Manavalakurichi,IN,8.1333,77.3,82.49,84,87,16.58,overcast clouds
464,Sarapulka,RU,56.8678,61.0552,62.42,96,100,12.26,overcast clouds
465,Bayan,CN,46.0833,127.4,52.54,89,39,2.28,scattered clouds
466,Domoni,KM,-12.2569,44.5319,76.78,83,0,4.05,clear sky
467,Nongan,CN,44.382,125.1685,55.81,56,68,7.58,broken clouds
468,Pervomayskoye,RU,43.919,46.7102,65.28,72,48,8.01,scattered clouds
469,Lorengau,PG,-2.0226,147.2712,80.92,83,100,7.52,overcast clouds
470,Guarumal,PA,8.35,-82.5333,87.93,66,40,8.59,scattered clouds
471,Oksovskiy,RU,62.6062,39.8984,35.49,67,0,2.57,clear sky
472,Quatre Cocos,MU,-20.2078,57.7625,73.09,82,41,6.67,scattered clouds
473,Hobyo,SO,5.3505,48.5268,79.18,83,64,22.24,broken clouds
474,Jiangyou,CN,31.7667,104.7167,70.03,79,92,1.86,overcast clouds
475,Mumford,GH,5.2618,-0.759,81.03,83,76,11.61,broken clouds
476,Ballybofey,IE,54.8,-7.7833,67.75,90,41,8.46,scattered clouds
477,Mattru,SL,7.6244,-11.8332,75.72,96,100,2.82,light rain
478,Teya,RU,60.3778,92.6267,35.8,72,71,3.02,broken clouds
479,Uruguaiana,BR,-29.7547,-57.0883,62.53,39,0,6.91,clear sky
480,Jaru,BR,-10.4389,-62.4664,86.18,62,41,4.03,scattered clouds
481,Manacapuru,BR,-3.2997,-60.6206,84.78,71,94,3.27,overcast clouds
482,Lure,FR,47.75,6.5,65.57,34,0,7.87,clear sky
483,Havre-Saint-Pierre,CA,50.2334,-63.5986,61.16,41,1,10.36,clear sky
484,Flin Flon,CA,54.7682,-101.865,55.24,47,20,6.24,few clouds
485,Sapa,PH,5.1544,120.3241,81.34,80,98,3.38,overcast clouds
486,Fallon,US,39.4735,-118.7774,85.42,10,20,5.75,few clouds
487,Murray Bridge,AU,-35.1167,139.2667,53.56,46,99,8.88,overcast clouds
488,Methoni,GR,36.8197,21.7049,67.86,79,3,10.63,clear sky
489,Teguise,ES,29.0605,-13.564,66.42,73,20,17.96,few clouds
490,Yanam,IN,16.7333,82.2167,85.24,76,6,4.94,clear sky
491,Dayong,CN,25.0209,118.2898,74.88,95,100,1.97,overcast clouds
492,Zhaoyuan,CN,37.3592,120.3964,61.0,93,0,4.9,light rain
493,Preobrazheniye,RU,42.9019,133.9064,45.86,94,100,8.86,overcast clouds
494,Maunabo,PR,18.0072,-65.8993,87.62,78,8,11.79,clear sky
495,Saquarema,BR,-22.92,-42.5103,78.94,91,100,10.85,light rain
496,Axim,GH,4.8699,-2.2405,80.62,81,77,8.99,broken clouds
497,Svobodnyy,RU,51.4,128.1333,46.6,97,50,6.73,scattered clouds
498,Marsh Harbour,BS,26.5412,-77.0636,79.39,73,60,9.24,broken clouds
499,Varna,BG,43.2167,27.9167,64.24,81,0,5.75,light rain
500,Ambovombe,MG,-25.1667,46.0833,66.79,81,0,3.74,clear sky
501,Salaga,GH,8.5508,-0.5188,84.13,64,21,7.2,light rain
502,Thai Binh,VN,20.45,106.3333,86.0,72,99,8.99,overcast clouds
503,Tual,ID,-5.6667,132.75,81.45,76,100,18.19,overcast clouds
504,Beloha,MG,-25.1667,45.05,65.35,81,2,2.98,clear sky
505,Shama,CN,33.6102,104.2852,51.58,85,79,4.5,broken clouds
506,Poya,NC,-21.35,165.15,67.66,69,96,5.84,overcast clouds
507,Sinjai,ID,-5.1241,120.253,74.35,90,94,3.87,overcast clouds
508,Gigmoto,PH,13.7796,124.39,80.42,81,100,1.32,overcast clouds
509,Rucar,RO,45.4,25.1667,52.45,93,100,4.68,overcast clouds
510,Inta,RU,66.0317,60.1659,36.99,70,89,8.34,overcast clouds
511,Afyonkarahisar,TR,38.75,30.6667,62.56,55,100,7.99,overcast clouds
512,Bugasong,PH,11.0439,122.0659,80.13,84,90,3.09,overcast clouds
513,Bani,DO,18.2833,-70.3333,85.86,61,7,14.88,clear sky
514,Tuatapere,NZ,-46.1333,167.6833,49.82,95,100,6.11,overcast clouds
515,Yaan,NG,7.3833,8.5667,82.31,67,38,5.86,light rain
516,Birobidzhan,RU,48.8,132.95,46.6,84,45,4.79,scattered clouds
517,Necochea,AR,-38.5473,-58.7368,56.03,45,70,11.36,broken clouds
518,Acapulco,MX,16.8634,-99.8901,89.42,55,40,9.89,scattered clouds
519,Oistins,BB,13.0667,-59.5333,86.09,54,75,23.02,broken clouds
520,Cartagena,CO,10.3997,-75.5144,83.25,72,99,7.4,overcast clouds
521,Kinkala,CG,-4.3614,14.7644,82.71,69,100,1.39,overcast clouds
522,Palu,ID,-0.8917,119.8707,75.74,94,89,2.86,moderate rain
523,Pedernales,DO,18.0384,-71.744,84.7,63,66,3.51,broken clouds
524,Quirinopolis,BR,-18.4483,-50.4517,86.02,36,98,1.25,light rain
525,Barbate,ES,36.1924,-5.9219,77.58,74,100,13.24,overcast clouds
526,Berlevag,NO,70.8578,29.0864,41.0,87,75,20.71,broken clouds
527,Kamyshlov,RU,56.8428,62.7111,59.68,95,100,14.45,light rain
528,Chapais,CA,49.7834,-74.8492,65.98,24,7,7.14,clear sky
529,Touros,BR,-5.1989,-35.4608,85.1,81,61,12.1,broken clouds
530,Vulcan,RO,45.3833,23.2667,45.19,87,89,4.92,overcast clouds
531,Opuwo,NA,-18.0607,13.84,64.27,28,74,6.6,broken clouds
532,Dongsheng,CN,39.8161,109.9776,67.66,26,99,18.34,overcast clouds
533,Sovkhoznyy,RU,45.2946,38.1138,66.13,95,9,8.57,clear sky
534,Maragheh,IR,37.3917,46.2398,65.17,31,0,1.97,clear sky
535,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.41,54,53,3.6,broken clouds
536,Thinadhoo,MV,0.5333,72.9333,83.1,72,24,18.23,few clouds
537,Poltavka,RU,54.3663,71.7632,66.13,39,13,8.5,few clouds
538,Naze,JP,28.3667,129.4833,71.37,81,100,14.34,overcast clouds
539,Kiunga,PG,-6.1219,141.2906,73.69,94,100,2.89,overcast clouds
540,Sabha,LY,27.0377,14.4283,92.34,12,2,14.76,clear sky
541,Shitanjing,CN,39.2342,106.3439,65.73,38,100,18.9,overcast clouds
542,Coquimbo,CL,-29.9533,-71.3436,58.73,82,20,2.55,few clouds
543,Emerald,AU,-23.5333,148.1667,51.94,54,0,8.05,clear sky
544,Nadadores,MX,27.05,-101.6,85.15,52,94,6.96,overcast clouds
545,Lunino,RU,53.5918,45.2271,48.18,83,100,12.53,overcast clouds
546,Daru,PG,-9.0763,143.2092,77.9,78,100,14.29,overcast clouds
547,Road Town,VG,18.4167,-64.6167,85.19,70,40,9.22,scattered clouds
548,Saint Paul,US,44.9444,-93.0933,60.82,88,90,3.0,overcast clouds
549,Darlawn,IN,24.0167,92.9,69.89,89,53,2.19,broken clouds
550,Young,UY,-32.6833,-57.6333,61.23,51,0,4.92,clear sky
551,Fort-Shevchenko,KZ,44.5086,50.263,71.01,83,9,20.42,clear sky
552,Acarau,BR,-2.8856,-40.12,80.49,75,4,14.05,clear sky
553,Truro,GB,50.2653,-5.0544,60.08,86,8,8.32,clear sky
554,Ugoofaaru,MV,5.6667,73.0,83.46,73,100,20.67,overcast clouds
555,Tura,IN,25.5198,90.2201,73.83,94,67,4.12,broken clouds
556,Les Cayes,HT,18.2,-73.75,84.78,64,7,10.69,clear sky
557,Beitbridge,ZW,-22.2167,30.0,66.36,45,0,14.7,clear sky
558,Walvis Bay,NA,-22.9575,14.5053,56.08,94,3,7.96,clear sky
559,Mackay,AU,-21.15,149.2,64.69,88,40,10.36,scattered clouds
560,Guarapari,BR,-20.6667,-40.4975,85.91,83,100,8.55,overcast clouds
561,Zhangye,CN,38.9342,100.4517,65.53,32,100,9.01,overcast clouds
562,Manta,EC,-0.95,-80.7333,80.38,74,75,11.5,broken clouds
563,Barra Do Garcas,BR,-15.89,-52.2567,90.18,48,20,3.98,few clouds
564,Svit,SK,49.0601,20.2069,47.89,86,75,2.3,broken clouds
565,Novikovo,RU,51.1537,37.8879,51.22,93,100,8.05,overcast clouds
566,Taybad,IR,34.74,60.7756,84.04,10,0,8.55,clear sky
567,Havelock,US,34.8791,-76.9013,64.35,88,90,4.0,overcast clouds
568,Gijon,ES,43.5357,-5.6615,63.86,85,6,1.99,clear sky
569,Alice Springs,AU,-23.7,133.8833,42.35,56,81,4.09,broken clouds
570,Borogontsy,RU,62.6683,131.1683,45.68,91,100,6.49,overcast clouds
571,Baghmara,IN,23.795,86.2085,82.58,72,6,4.74,clear sky
572,Galesong,ID,-5.3166,119.3661,71.62,83,92,4.05,overcast clouds
573,Porto Novo,BJ,6.4965,2.6036,82.22,79,80,8.63,broken clouds
574,Del Rio,US,29.3627,-100.8968,86.43,56,75,7.0,broken clouds
575,Normandin,CA,48.8333,-72.5321,64.71,34,17,6.91,few clouds
576,Misratah,LY,32.3754,15.0925,71.85,69,6,9.84,clear sky
577,Poum,NC,-20.2333,164.0167,70.81,72,54,16.78,broken clouds
578,Weligama,LK,5.9667,80.4167,79.68,84,97,14.5,overcast clouds
579,Takaka,NZ,-40.85,172.8,48.97,83,100,4.61,light rain
580,Gezing,AT,47.9178,13.1299,52.05,58,40,3.06,scattered clouds
581,Lebedinyy,RU,58.5167,125.5167,46.8,72,62,10.45,broken clouds
582,Paamiut,GL,61.994,-49.6678,35.51,89,17,21.32,few clouds
583,Elk City,US,35.412,-99.4043,75.18,73,90,8.05,overcast clouds
584,Igarka,RU,67.4667,86.5833,44.82,94,100,22.57,moderate rain
585,Aswan,EG,24.0934,32.907,94.01,10,89,9.01,overcast clouds
586,Korla,CN,41.7597,86.1469,76.48,20,3,5.77,clear sky
587,Stromness,GB,58.965,-3.296,48.45,93,0,13.69,clear sky
588,Ingham,US,42.6,-84.3833,70.84,35,1,4.61,clear sky
589,Bangassou,CF,4.7413,22.8184,72.5,93,83,1.41,light rain
590,Concarneau,FR,47.875,-3.9225,66.99,86,68,9.1,broken clouds
591,Susaki,JP,33.3667,133.2833,62.51,75,0,4.68,clear sky
592,Avera,US,33.194,-82.5271,81.72,35,0,5.46,clear sky
593,Myitkyina,MM,25.3833,97.4,73.09,99,51,0.85,broken clouds
594,Bobrovka,RU,54.047,61.7455,63.09,89,17,8.5,light rain
595,Orbetello,IT,42.4408,11.2196,63.79,47,11,9.33,few clouds
596,Pervomayskiy,RU,53.2485,40.2871,45.12,92,100,12.93,overcast clouds
597,Collie,AU,-33.3667,116.15,51.98,85,94,8.05,overcast clouds
598,Epinal,FR,48.1833,6.45,65.16,63,0,8.3,clear sky
599,Elwood,AU,-37.8817,144.983,43.99,85,0,1.01,clear sky
600,Hastings,GB,50.8552,0.5729,55.2,74,0,12.68,clear sky
601,Wahlern,CH,46.8281,7.3532,57.92,46,0,8.01,clear sky
602,Virginia Beach,US,36.8529,-75.978,59.05,89,90,16.11,overcast clouds
603,Karratha,AU,-20.7377,116.8463,67.41,63,14,11.32,few clouds
604,Cardston,CA,49.2,-113.3019,66.81,27,3,4.61,clear sky
605,Norfolk,US,42.1668,-71.2495,49.96,96,90,1.01,light rain
606,Bedele,ET,8.456,36.353,56.75,58,5,3.53,clear sky
607,Wolnzach,DE,48.6038,11.6257,56.82,41,1,7.49,clear sky
608,Tamiahua,MX,21.2667,-97.45,88.27,59,18,14.03,few clouds
609,Tulun,RU,54.5611,100.5792,35.67,99,100,3.65,light rain
610,Catmon,PH,10.7167,124.0,78.04,89,99,3.89,overcast clouds
611,Alpena,US,45.0617,-83.4327,64.54,59,5,7.0,clear sky
612,Aksarka,RU,66.5606,67.7975,35.71,67,8,10.8,clear sky
613,Heiligenhafen,DE,54.3667,10.9833,55.26,74,0,6.13,clear sky
614,Viedma,AR,-40.8135,-62.9967,54.28,46,100,19.53,overcast clouds
615,Iqaluit,CA,63.7506,-68.5145,42.53,70,75,8.99,broken clouds
616,Moshenskoye,RU,58.5102,34.5911,37.92,66,2,5.53,clear sky
617,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
618,Alyangula,AU,-13.8483,136.4192,66.07,100,100,9.66,overcast clouds
619,Takoradi,GH,4.8845,-1.7554,80.92,82,68,9.4,broken clouds
620,Shelabolikha,RU,53.4131,82.6167,62.06,67,9,5.82,clear sky
621,Moose Factory,CA,51.2585,-80.6094,75.2,23,1,12.66,clear sky
622,Gogrial,SS,8.5332,28.1004,89.85,34,77,5.44,broken clouds
623,Pitsunda,GE,43.1592,40.3378,62.78,83,0,4.72,clear sky
624,Speedway,US,39.8023,-86.2672,70.74,38,0,5.95,clear sky
625,Kavaratti,IN,10.5669,72.642,82.87,76,80,17.07,broken clouds
626,North Bend,US,43.4065,-124.2243,78.98,74,93,1.01,overcast clouds
627,Shaping,CN,22.7545,112.9565,83.89,84,99,5.82,overcast clouds
628,Kandrian,PG,-6.2167,149.55,77.86,91,99,11.03,moderate rain
629,Chojnice,PL,53.6955,17.557,50.31,75,12,6.4,few clouds
630,Lagoa,PT,39.05,-27.9833,63.57,80,88,9.55,overcast clouds
631,Nyurba,RU,63.2842,118.3319,48.58,53,23,4.07,few clouds
632,Nouakchott,MR,18.0858,-15.9785,71.53,71,23,24.99,few clouds
633,Abu Samrah,SY,35.3029,37.1841,72.18,42,0,5.97,clear sky
634,Luocheng,CN,29.3848,104.0286,68.99,87,100,1.88,overcast clouds
635,Aldan,RU,58.6031,125.3894,46.89,75,61,7.61,broken clouds
636,Sokoto,NG,13.0609,5.239,93.63,23,27,4.63,scattered clouds
637,Kudahuvadhoo,MV,2.6708,72.8944,83.84,72,46,21.21,scattered clouds
638,Pontes E Lacerda,BR,-15.2261,-59.3353,92.68,28,12,4.21,few clouds
639,Katsuura,JP,35.1333,140.3,66.31,78,4,12.77,clear sky
640,Ixtlan Del Rio,MX,21.0333,-104.3667,97.14,11,9,7.74,clear sky
641,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,40,17.27,scattered clouds
642,Rio Grande,BR,-32.035,-52.0986,59.11,49,0,10.04,clear sky
643,Toktogul,KG,41.8708,72.9402,60.89,83,100,1.43,overcast clouds
644,Dandeli,IN,15.2667,74.6167,72.57,95,91,2.84,overcast clouds
645,Batagay-Alyta,RU,67.8006,130.4114,43.05,78,100,5.32,overcast clouds
646,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,81.03,82,100,3.47,overcast clouds
647,Port Townsend,US,48.117,-122.7605,70.7,71,1,10.0,clear sky
648,Kampong Thum,KH,12.7111,104.8887,80.89,79,19,4.09,few clouds
649,Dunedin,NZ,-45.8742,170.5036,51.8,94,100,1.01,light rain
650,Kijang,KR,35.2442,129.2139,62.33,81,11,2.21,few clouds
651,Qena,EG,26.1615,32.7183,93.36,8,100,9.48,overcast clouds
652,Phalaborwa,ZA,-23.943,31.1411,63.68,72,0,13.62,clear sky
653,Muret,FR,43.3333,1.25,72.84,76,32,1.01,scattered clouds
654,Khani,GE,41.9563,42.9566,54.97,93,45,3.76,scattered clouds
655,Shadegan,IR,30.6497,48.6647,100.31,10,0,11.43,clear sky
656,Beaverlodge,CA,55.2166,-119.4361,67.35,35,100,13.78,overcast clouds
657,Eidfjord,NO,60.4675,7.0719,73.6,60,79,4.94,broken clouds
658,Kununurra,AU,-15.7667,128.7333,58.98,82,62,3.44,broken clouds
659,Padilla,CO,3.2204,-76.3139,80.26,70,65,1.32,broken clouds
660,Sakakah,SA,29.9697,40.2064,89.17,14,78,7.2,broken clouds
661,Cravo Norte,CO,6.3017,-70.2041,83.46,69,100,4.59,moderate rain
662,Pozo Colorado,PY,-23.4923,-58.7972,75.24,26,100,7.99,overcast clouds
663,Canon City,US,38.441,-105.2424,69.62,65,90,8.99,overcast clouds
664,Sarakhs,IR,36.5449,61.1577,87.94,16,0,2.3,clear sky
665,Catemaco,MX,18.4167,-95.1167,87.33,51,89,2.86,overcast clouds
666,Tigil,RU,57.8,158.6667,43.18,66,16,4.05,few clouds
667,Camana,PE,-16.6228,-72.7111,67.78,81,100,8.55,overcast clouds
668,Taoudenni,ML,22.6783,-3.9836,107.42,8,100,2.93,overcast clouds
669,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,73,75,10.83,broken clouds
670,Ust-Nera,RU,64.5667,143.2,49.96,77,19,2.26,few clouds
671,Bonavista,CA,48.6499,-53.1147,66.2,69,3,7.54,clear sky
672,Lasa,IT,46.6166,10.7002,50.74,81,22,5.06,few clouds
673,Beisfjord,NO,68.3751,17.5988,46.26,99,100,4.25,light rain
674,Camacha,PT,33.0833,-16.3333,63.82,63,40,16.11,scattered clouds
675,Flagstaff,US,35.1981,-111.6513,80.26,12,15,1.01,few clouds
676,New Ulm,US,44.3125,-94.4605,68.5,83,90,10.36,overcast clouds
677,Mezcala,MX,20.9333,-102.75,89.15,15,93,7.4,overcast clouds
678,Itarema,BR,-2.9248,-39.9167,80.01,75,1,13.71,clear sky
679,Pushchino,RU,54.8339,37.6264,51.55,89,100,8.5,light rain
